Category,Text
6,how do you get aids physically? do condom provideone of the best protection?
2,how to configure vlan and routing on cisco 3550 scitch?
2,what is a good all in one machine that prints pictures at professional quality as well as copy scan and fax ? i want to print quality pictures with high resolution as well as copy scan and fax. i want a card slot that reads many different cards.
1,wondering where the town of hines
1,do you use yahoo answers to get information or for entertainment or both? just wondering.  looking over the questions and answers for the last couple of days
6,what are some treatment options for a herniated disc in the lower spine?
1,what do i need to prepare my household for an avian flu pandemic?
1,how do i make an im(instant messaging) @ yahoo.com? i wanna know how to im my friend but dont know how
1,what is delegent mean?
7,gaciers in alaska are melting. global warming? what can we do? in the past recent decade
2,is there any musical software which i can take out the main vocals of a mp3 file and make it an instrumental?
6,what is good for a stomach ache?
7,do aliens exist? are they on this planet right now?
1,why are we becoming addicted to this site?
1,my 401k is 60% cash
4,why do husbands do whatever they want? i will think my husband and i agree on something then he does whatever he wants.
4,has any girl been kissed by a guy on the street who had such an ardent desire fro you that he just  approach? and kissed you? or in a library. i mean sometimes i just feel so attracted by a girl i think that if she gets near mne ill just dam kiss her
4,is their a possibility to put back ur honey?is he thinking of me too?
1,my boyfriend told me that he was with his exgirlfriend does that mean he is cheating on me pla help me?
3,what is a pig after it is three days old? knowing your i.q.
2,which is the best dvd ripper software? that has xvid in it
4,fugitive fantom 
1,two ? about developing a sitcom. 1.how do i protect my idea before sharing it? 2.who do i go to with it? i am wondering if there is a simple way to protect and prove that i had a certain idea for a sitcom before i go to anyone with it.  i have heard of simple things like sending a document via certified mail to yourself to prove the date that the idea originated.  i also would like to know the best way to share the idea with a realistic chance of getting to a network (abc
7,how did they decide how many time zones there were going to be and where the lines to divide them would be?
5,is  short of nothing  a correct phrase of words ?
1,why is iceland green and greenland white?
3,whatever happened to jakob dylan? he made a great album with the wildflowers in the mid 90s
1,what is the jewish custom of putting rocks on a graveto show love and care for the deceased? when i visit the graves of my mom and dad
1,do you ever dream in colors?
5,how did compromises in the 1850s fail to unite the united states?
1,my sn password is stolen 2 times this week what can i do? have had this sn for a few yrs and have almost 800 friends
2,how do i create my yahoo signature?
2,is it possible anyhow to get the file extracted out of a zipped file without remembering the password? i've lost the password for a file that i need to extract from winrar. is it possible for me to extract it by any means now?
2,where can i learn how to use microsoft access 2003?
4,what are the signs that tell you should leave your relationship?
1,how many millionaries and billionaries? in the us
2,how so i install a second hard drive on my computer at?  how do i tell the computer which one my op is on?
7,is gas milage better in cold weather.does gas expand giving you more.?
